W001,W002,W003,W004,W005,W006,W007,W008,W009,W010,W011,W012,W013,W014,W015,W016,W017,W018,W019,W020,W021,W022,W023,W024,W025,W026,W027,W028,W029,W030,W031,W032,W033,W034,W035,W036,W037,W038,W039,W040,W041,W042,W043,W044,W045,W046,W047,W048,W049,W050,W051,W052,W053,W054,W055,W056,W057,W058,W059,W060,W061,W062,W063,W064,W065,W066,W067,W068,W069,W070,W071,W072,W073,W074,W075,W076,W077,W078,W079,W080,W081,W082,W083,W084,W085,W086,W087,W088,W089,W090,W091,W092,W093,W094,W095,W096,W097,W098,W099,W100,W101,W102,W103,W104,W105,W106,W107,W108,W109,W110,W111,W112,W113,W114,W115,W116,W117,W118,W119,W120,W121,W122,W123,W124,W125,W126,W127,W128,W129,W130,W131,W132,W133,W134,W135,W136,W137,W138,W139,W140,W141,W142,W143,W144,W145,W146,W147,W148,W149,W150,W151,W152,W153,W154,W155,W156,W157,W158,W159,W160,W161,W162,W163,W164,W165,W166,W167,W168,W169,W170,W171,W172,W173,W174,W175,W176,W177,W178,W179,W180,W181,W182,W183,W184,W185,W186,W187,W188,W189,W190,W191,W192,W193,W194,W195,W196,W197,W198,W199,W200,W201,W202,W203,W204,W205,W206,W207,W208,W209,W210,W211,W212,W213,W214,W215,W216,W217,W218,W219,W220,W221,W222,W223,W224,W225,W226,W227,W228,W229,W230,W231,W232,W233,W234,W235,W236,W237,W238,W239,W240
0,0,0,0,-1,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,1,1,0,1,7,1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,-1,-1,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
0,-94,0,0,0,1,1,1,1,1,1,1,-1,1,-99,1,0,-98,-98,0,0,1,0,0,0,4,0,0,-1,-1,1,1,1,-96,1,1,0,-97,0,0,0,1,0,1,1,0,-1,0,3,8,0,0,0,1,1,1,0,-1,1,0,1,1,0,-147,-150,1,1,0,-1,1,1,1,3,0,-1,0,0,-1,1,1,-1,0,-1,0,0,-126,0,1,1,-1,1,0,1,1,1,1,7,0,-1,0,-1,1,0,1,1,-1,0,1,0,1,0,1,1,-1,0,1,-1,1,0,0,-7,6,-1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,8,1,0,0,-1,-1,-1,0,1,0,1,-1,-1,1,1,1,-1,1,0,1,1,-1,0,1,4,0,0,0,1,1,0,1,1,0,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,0,4,4,-1,0,0,1,0,1,1,1,1,-1,1,-1,1,1,0,1,0,1,1,1,0,-1,6,5,0,0,1,1,0,0,1,0,1,1,0,0,1,1,-1,1,0,0,-1,-1,0,1
0,-1,0,-32,-1,0,-40,-1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-40,-30,0,-40,-37,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,-1,-1,0,0,0,-1,0,0,0,-1,0,-1,0,-1,0,0,-1,0,-1,-1,0,-1,0,0,-1,-1,0,-1,0,0,-1,-1,0,0,-1,0,0,0,-1,0,1,-1,0,1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,-1,-1,0,-1,1,1,0,1,-1,0,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,-1,0,0,0,0,-1,0,0,0,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,-1,0,0
1,9,7,8,0,3,-574,1,9,1,7,1,1,0,1,8,4,9,7,7,4,-46,7,7,-23,7,3,8,8,6,1,4,3,3,8,8,8,7,2,6,8,5,9,8,7,8,3,4,9,5,9,3,-64,4,-145,7,-13,6,3,3,8,-419,9,2,7,8,9,4,0,-60,2,0,0,6,2,-591,7,2,3,8,9,7,6,-15,9,3,0,2,-484,9,2,4,8,8,2,2,2,4,2,7,7,2,8,-91,1,7,7,8,0,5,6,3,0,6,7,5,6,6,9,5,6,9,5,-13,4,6,0,7,8,-95,4,8,6,0,9,0,0,9,1,8,1,4,4,0,7,9,4,4,1,1,6,4,5,6,0,-32,1,4,9,2,5,1,1,4,3,3,7,3,-17,6,7,4,1,-2,8,6,4,0,4,7,7,5,1,6,6,5,3,7,1,2,2,2,8,6,6,2,4,9,1,9,-80,8,5,0,3,5,4,0,-16,7,2,5,5,4,0,-66,4,-42,0,4,7,3,-17,4,5,5,7,4,4,9,5,9,6,5,6,6,4,8,9,0
0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-430,1,-1,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,-1,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,1,1,0,0,0,0,1,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,-1
0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,5,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-400,-400,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,1,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,-1,-60,0,0,0,0,0,1,0,-50,-1,0,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,-50,0,-1,0,1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,-55,0,-1,0,-1,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,-800,0,0,0,0,0,-1,-1,0,-780,0,-1,0,0,0,0,-750,-1,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-400,-1,-1,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-775,0,0,-1,-1,0,-780,-780,0,-1,-1,-1
1,-1,0,0,-1,-1,1,-1,1,0,1,1,1,0,-1,0,1,0,1,-1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,-1,0,1,0,0,-1,0,0,0,-1,1,0,1,0,1,0,1,-1,-1,0,0,-1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,-1,0,1,0,1,0,-1,1,1,0,1,0,1,1,1,0,-1,0,1,0,1,0,1,-1,1,0,-1,0,-866,-1,1,1,1,0,0,0,1,1,-1,0,1,0,1,0,1,0,1,-1,0,0,1,0,0,0,0,-1,1,1,1,0,1,0,-1,0,1,1,1,-1,1,0,1,0,1,-1,1,0,1,-1,1,0,1,0,0,-1,0,0,1,0,0,1,0,0,1,0,1,-1,1,0,1,0,1,0,1,0,1,0,-1,0,1,0,0,0,1,0,-1,0,1,-1,1,0,1,0,1,0,-1,0,1,0,0,0,1,0,0,0,1,0,1,-1,1,0,1,0,0,0,-1,0,0,0,1,0,-1,0,1,-1,-796,0,1,0,0,-670,1,0,1,0,0,0
0,0,3,0,1,6,1,1,5,1,1,1,0,2,8,1,5,1,5,1,9,1,2,1,-64,0,9,0,1,2,7,8,5,2,4,8,9,1,5,1,4,1,-8,1,4,1,6,4,7,0,2,0,1,9,5,3,5,1,6,6,2,3,6,1,2,1,8,-789,7,6,5,6,0,0,8,0,1,0,3,3,0,1,3,1,4,1,8,1,6,-10090,6,1,5,1,6,1,7,0,6,-1,0,8,5,0,5,4,2,1,7,1,2,1,3,1,9,1,1,1,9,1,2,0,7,0,1,7,4,2,2,2,5,0,1,1,0,1,2,3,4,1,3,1,1,1,9,0,4,-7620,1,0,1,1,3,1,1,1,4,1,1,1,7,1,5,2,1,2,5,1,4,0,0,0,1,0,1,1,9,1,5,1,6,1,0,1,3,1,6,1,1,1,5,1,8,0,5,0,1,7,3,1,-7980,1,9,1,3,1,4,1,7,3,4,2,8,1,9,1,3,0,1,0,1,6,1,7,4,2,3,1,6,9,1,1,7,1,5,1,1,3,1,1
1,0,0,0,7,1,0,-5989,1,1,1,1,1,1,5,1,-9,1,1,1,1,1,1,1,-52,0,1,0,8,1,1,1,5,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,3,1,1,1,-17989,1,1,1,1,1,-9990,0,1,1,1,0,-10195,1,5,1,8,0,-1,0,-96,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,0,1,0,5,1,1,1,-19989,-19995,1,1,1,0,1,2,1,1,1,0,1,1,1,1,2,0,-1,0,2,1,1,1,1,1,1,1,1,1,4,1,1,-1,1,1,1,1,0,1,3,0,1,0,6,1,2,-14990,7,0,1,1,1,-1,1,1,1,0,1,-19996,1,1,1,1,5,0,-1,0,6,1,1,3,4,1,-19989,1,-1,1,1,1,1,1,1,-1,1,1,1,1,2,0,0,0,9,1,1,-1,1,1,1,1,-19995,1,1,-19998,1,1,1,1,1,1,1,1,-57,0,0,0,6,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,-1,1,1,1
1,-1,1,0,1,-1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,-1,-1,1,0,1,0,1,0,1,0,-1,-1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,-1,0,1,0,1,-1,1,0,1,0,0,0,-1,0,1,-1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,-1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,-1,0,1,0,0,0,1,0,0,-1,1,0,-1,0,1,0,1,1,1,0,1,0,-1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,-1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,-1,1,2,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,-1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,-1,1,0,1,0,1,0
0,-1,0,0,0,0,-40,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-30,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-40,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,4,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,5,1,0,0,0,5,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0
3,8,8,8,2,7,3,2,0,-230,6,6,9,8,-415,7,6,3,1,-46,3,7,5,7,-15,-32,5,3,4,7,5,0,9,3,8,2,6,2,5,3,6,0,-437,6,-1927,4,7,9,-27,0,3,0,7,2,7,1,1,-22,0,9,6,1,4,0,6,3,4,-65,1,4,8,1,8,8,6,8,8,9,6,0,2,0,9,2,3,0,4,8,-1424,1,2,7,-1960,8,8,0,2,5,-14,5,3,-20,-9,9,8,9,5,9,7,4,5,0,0,8,3,-1769,6,2,3,3,-17,9,7,5,9,4,9,3,6,2,1,8,-43,4,6,0,5,9,7,2,5,7,-2155,4,7,0,4,7,6,7,4,6,5,5,9,3,4,8,4,4,3,9,2,3,4,5,8,-6,9,0,2,6,3,5,4,5,0,6,3,6,7,0,7,5,6,5,2,7,8,7,9,5,7,4,4,9,7,8,7,5,2,5,1,9,2,4,4,0,5,2,9,6,1,5,-2042,3,2,-10,3,2,1,9,-20,0,-62,3,2,2,3,7,6,1,9,-16,1,8,5,1,2,4
0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,0,-1,0,0,0,0,-1,1,-1,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-700,0,0,0,0,0,-1,0,0,-1,-1,1,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-500,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-600,-1,0,0,-1,0,0,0,0,0,-1,-650,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0
0,0,-1,1,0,-53,-54,0,0,0,9,1,0,1,-65,-1,0,-1,1,0,0,0,0,0,-1,0,-1,0,0,0,1,0,0,-1,-63,0,1,0,1,0,0,-1,0,0,0,-1,1,1,0,0,-1,0,0,1,0,1,0,1,-60,1,1,1,0,-1,0,1,-1,-1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,-56,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-1,0,0,-1,0,1,0,1,0,0,0,0,-1,1,0,-1,-1,1,-1,0,1,0,0,-119,0,1,1,0,0,-1,0,0,9,0,-1,0,0,0,0,1,-1,1,0,0,1,0,-1,0,0,0,-1,1,0,0,1,-1,0,1,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,1,0,0,-1,0,0,0,0,-1,0,-1,1,-1,-1,1,0,1,1,0,0,0,-1,0,1,1,1,0,-1,0,1,-1,0,-1,1,1,0,0,-1,0,1,-1,0,1,0,1,0,0,-1,-1,1,0,0,0,-1,0,-1,-1,1,0,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,1,-150,-98,0,-98,1,0,0,-125,0,0,0,-120,0,0,0,0,-1,-126,0,-1,0,-1,0,-1,0,0,-1,-1,-1,-100,0,0,-100,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,0,0,-1,1,0,0,0,0,0,0,0,-1,0,1,1,0,0,1,-1,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,-1,0,0,-1,-1,0,0,0,-1,0,-1,0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,1,1,0,1,1,1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,1,0,1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0
1,1,-1,1,1,-546,1,1,1,-1,1,7,1,-493,1,1,0,0,1,1,1,-253,-1,-1,1,-1,1,1,1,1,1,-1,-495,1,1,-498,1,-497,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,-1,1,1,1,-1,-494,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,1,1,1,1,1,-555,-1,-1,1,0,1,1,1,-1,1,1,-1,1,0,1,1,0,1,1,1,0,1,1,1,1,1
6,3,3,0,1,3,8,2,0,7,0,0,8,2,2,9,2,9,2,7,2,0,7,7,3,1,2,0,1,2,8,-6476,1,2,4,4,1,6,-1306,5,2,0,9,1,4,0,-4355,3,1,6,9,6,2,4,-109,7,0,0,5,5,1,4,5,8,1,6,0,3,6,9,2,6,1,3,2,8,6,7,1,1,9,2,0,7,6,9,8,1,9,3,-43,-20482,8,1,3,4,2,4,0,9,2,4,4,5,6,4,9,4,7,6,0,2,8,7,9,0,0,9,4,4,1,7,8,7,6,-15,4,7,9,-19587,3,1,4,5,3,5,8,6,-66,1,7,9,1,4,2,4,6,4,6,2,0,9,6,8,5,4,8,2,5,5,9,4,2,3,1,0,5,7,0,6,4,7,-60,9,8,1,4,9,3,1,5,1,2,0,7,5,5,9,6,8,2,5,5,2,6,3,0,7,1,3,1,9,9,2,2,0,0,7,2,1,5,2,9,9,5,5,5,3,1,5,5,6,3,1,8,6,8,2,7,4,4,-20487,3,4,2,9,3,3,7,7
-7,0,-1,0,0,-1,0,0,1,0,1,1,-1,0,1,0,-1,0,1,0,1,-1,-1,0,1,0,0,0,1,0,1,0,-1,0,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,-1,0,1,0,1,0,-1,0,1,0,1,0,0,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,0,1,0,1,0,0,1,1,-1,0,0,-1,0,1,-1,-1,0,0,0,1,0,1,0,-1,0,1,0,1,0,1,1,1,1,0,0,1,-1,1,0,0,0,1,0,1,0,1,0,1,0,-1,0,1,0,1,0,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,0,-1,-1,1,0,0,0,1,0,-1,0,-1,0,0,-1,1,0,1,0,-1,0,1,0,1,0,-1,0,0,0,1,0,1,0,-1,0,-1,0,1,0,1,0,1,0,1,-1,1,0,1,0,1,-1,-1,0,1,0,0,0,1,0,1,-1,1,0,1,0,1,0,0,0,0,0,1,0,-1,0,1,0,1,0,1,0,1,0
